YEAR,OFFICE,CONSTITUENCY,REGION,REGISTERED_VOTERS,VOTES_CAST,VALID_VOTES,VOTES_REJECTED,NPP,PPP,PNC,NDC,DPP,CPP,UFP,URP,YPP,GCPP,GFP,NVP,NDP,IPC,IPP,IND1,IND2,IND3,IND4,NPP_C,PPP_C,PNC_C,NDC_C,DPP_C,CPP_C,UFP_C,URP_C,YPP_C,GCPP_C,GFP_C,NVP_C,NDP_C,IPC_C,IPP_C,IND1_C,IND2_C,IND3_C,IND4_C
2012,Presidential First Round,Kumawu,Ashanti,30977,,27342,,"21,482",62,12,"5,665",,35,19,,,55,,,,,,12,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Kwabre East,Ashanti,95424,,82585,,"64,056",214,31,"18,092",,30,22,,,140,,,,,,0,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Kwadaso,Ashanti,79256,,68258,,"57,533",171,14,"10,378",,35,9,,,111,,,,,,7,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Mampong,Ashanti,55442,,47106,,"34,925",161,29,"11,796",,45,23,,,111,,,,,,16,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Manhyia North,Ashanti,62249,,53011,,"37,853",132,20,"14,890",,27,13,,,68,,,,,,8,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Manhyia South,Ashanti,49592,,43824,,"35,417",73,5,"8,216",,21,22,,,69,,,,,,1,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Manso Adubia,Ashanti,43712,,34843,,"27,352",98,43,"7,124",,34,27,,,145,,,,,,20,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Manso Nkwanta,Ashanti,45336,,38121,,"30,992",108,40,"6,726",,46,52,,,140,,,,,,17,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,New Edubiase,Ashanti,40097,,32024,,"12,721",220,42,"18,785",,44,36,,,140,,,,,,36,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Nhyiaeso,Ashanti,70233,,59912,,"46,559",176,16,"12,973",,61,17,,,99,,,,,,11,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,"Nsuta, Kwamang, Beposo",Ashanti,36051,,30149,,"19,773",46,39,"10,144",,32,22,,,77,,,,,,16,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
